Precio,Habitaciones,Piso,Barrio
310906,2,14,3
246599,2,4,45
90661,4,3,24
879828,5,13,36
428150,4,4,45
466414,2,9,39
324876,4,11,11
954947,5,14,33
157182,2,3,19
466318,4,2,32
762800,1,17,39
980299,5,7,15
983994,3,18,11
60107,2,10,47
101911,2,12,20
533087,1,14,33
330289,4,3,13
634463,3,15,36
787122,1,3,30
394777,1,7,24
499066,3,20,19
223831,1,18,33
963752,2,8,37
142577,3,4,49
753929,5,16,28
234676,1,19,31
463236,5,5,21
214891,5,19,11
626985,1,14,46
435408,1,14,33
585439,3,11,39
38499,1,7,30
483025,3,11,12
617228,1,12,24
636060,5,3,39
408381,2,19,8
629330,3,19,33
400627,3,11,26
732461,1,19,32
364375,4,12,8
508643,4,11,17
574564,3,4,4
609352,3,14,50
505916,3,10,9
430674,4,12,23
79415,1,7,26
866408,5,3,40
446735,5,17,38
270719,5,19,1
173821,5,9,16
493316,4,17,24
193634,2,7,47
678442,1,18,38
488490,3,3,43
596679,1,4,14
267276,5,15,30
128602,3,10,4
749377,3,18,8
978493,5,17,18
530138,5,11,19
445339,4,20,1
908745,4,8,29
643479,3,18,25
39720,4,20,2
315059,5,8,21
596264,4,15,36
199233,5,11,16
254343,2,16,43
667189,2,5,10
730797,1,17,26
50185,3,2,33
359578,1,12,3
324829,2,7,3
574210,3,5,23
485877,5,5,47
259141,1,19,36
187263,1,3,17
619061,4,8,34
213859,4,5,49
626761,5,16,5
644155,5,11,40
944117,4,3,32
102042,4,14,34
440087,4,3,9
656108,5,17,47
504351,1,13,47
814585,1,20,8
57439,2,9,17
24914,2,2,9
415871,3,15,15
844701,2,2,17
396892,5,1,36
607569,1,1,43
139230,1,12,21
218951,2,15,17
232450,3,12,42
866874,4,1,44
321554,3,3,24
785789,2,20,16
716118,4,18,34
544275,2,7,42
936672,4,9,14
670190,1,2,33
955585,3,12,12
904284,1,11,39
733956,3,2,27
624485,1,4,7
549685,4,3,18
83630,3,13,34
800084,3,16,49
377241,4,1,24
101364,1,2,25
607083,5,17,41
114726,3,5,23
205697,1,9,28
585362,3,3,9
115154,2,2,48
893779,5,4,23
675247,3,12,24
493417,2,11,21
399671,3,7,19
424007,1,13,37
181420,1,18,18
41175,5,9,29
466367,1,15,22
582504,4,2,23
951923,5,11,21
203935,2,3,1
577898,5,4,48
325774,3,15,30
550941,5,15,5
635405,2,18,7
750387,4,10,16
748740,3,6,25
427030,5,15,25
234881,5,3,35
662564,1,4,1
662225,3,6,20
211525,5,20,35
123281,5,16,33
882957,5,17,28
161405,4,9,46
881785,3,13,12
903409,2,13,30
319914,2,20,34
338959,1,6,18
343412,1,4,49
769906,2,13,2
678679,5,6,2
75634,3,9,41
943292,1,15,11
712702,4,19,48
71109,4,1,35
538832,4,7,46
803566,1,20,21
831802,2,10,5
563898,1,7,39
750090,3,6,44
838540,4,18,16
553495,3,7,48
931764,5,2,41
67932,1,12,29
907949,4,16,8
313478,2,12,35
894926,2,18,21
332794,4,2,39
170331,5,15,39
31342,1,2,45
202973,3,2,39
640128,3,3,39
287784,3,3,20
792712,5,7,15
465031,5,13,8
883886,1,13,18
587927,5,15,43
143299,1,18,33
452271,1,14,38
530688,4,11,46
141888,4,6,47
618086,1,7,23
348827,3,15,32
405069,3,18,46
630777,5,4,5
259175,3,3,50
993915,5,20,3
361527,3,5,13
638214,2,14,29
822934,3,16,27
614771,1,18,4
902840,5,2,33
639845,1,19,17
665747,5,13,28
493519,3,13,45
345435,3,18,16
790096,2,5,27
378255,1,14,19
366183,4,12,19
936368,1,11,21
258245,2,1,17
803545,1,15,32
530789,4,15,4
94074,2,11,25
456953,3,10,48
560778,3,7,31
130488,4,3,50
472006,3,11,4
357387,3,14,24
393307,5,17,12
800130,1,6,30
731334,5,7,46
238457,1,20,8
728291,2,10,30
108353,3,6,45
808888,4,14,4
39017,5,2,21
861589,1,12,8
848465,1,1,29
841972,2,7,8
997368,1,1,35
30338,5,19,28
486874,3,12,8
571671,2,13,27
44566,5,9,9
777474,1,8,14
203260,1,15,10
693683,2,16,8
498723,2,1,28
512602,4,16,8
868679,5,11,43
414416,2,13,30
55834,3,11,24
696954,4,14,30
568279,1,12,27
314143,5,14,2
125017,5,13,45
597214,4,15,22
222677,3,2,27
56757,5,1,25
79794,3,16,32
762364,5,8,13
416953,2,9,49
603960,5,20,46
454521,2,20,37
561753,2,5,21
123039,5,20,5
875603,5,11,9
581439,1,14,1
810712,5,2,4
273954,1,5,25
476040,4,14,50
541595,3,8,37
119395,2,8,13
85414,1,4,36
102277,1,20,10
468886,3,2,47
571786,2,6,25
167146,5,18,6
634159,4,16,27
309199,3,15,23
934677,2,8,18
532801,2,8,15
91772,2,13,37
325946,5,3,43
206140,3,8,5
244233,3,7,49
548028,5,2,31
568980,1,20,44
59790,5,5,36
133864,1,1,38
642685,2,11,49
320721,1,9,24
36643,1,13,22
382540,1,20,2
933337,4,5,49
670308,1,6,39
399378,2,18,46
288644,2,4,2
387037,3,18,40
23786,5,9,23
607939,3,19,36
965266,2,9,49
552154,2,7,14
613951,1,1,46
583869,2,9,43
538295,3,9,20
501216,4,11,5
450616,3,7,39
717168,5,3,47
135967,4,9,4
594667,3,16,27
260148,5,2,13
950869,1,12,28
745168,2,6,7
167050,3,4,50
365201,3,4,28
837308,3,11,29
497088,2,11,49
28239,2,16,27
489128,3,19,28
850053,3,13,19
310608,5,5,9
580140,4,9,22
845640,4,16,21
677206,3,8,35
738281,4,18,29
671090,1,3,9
469830,2,7,31
717284,1,14,33
642116,4,12,45
994106,4,19,42
435554,1,5,9
873513,1,15,20
559042,1,4,40
521340,4,17,39
586178,5,12,20
387010,4,11,44
775239,3,19,29
89597,3,16,34
538459,4,19,2
702594,1,16,25
51538,4,11,29
952158,3,6,24
770590,4,16,18
570448,3,16,45
970781,4,2,31
945203,2,6,40
99374,5,10,1
735758,3,5,38
898562,2,3,3
545122,5,18,8
695037,2,9,45
189546,1,3,46
668160,3,8,13
813513,2,15,27
563873,2,17,3
179560,1,11,30
976393,5,15,31
936314,4,13,24
390819,1,13,26
134513,1,3,11
539765,3,4,18
696186,4,6,22
866413,2,11,34
777007,3,9,43
716163,2,2,32
958730,3,19,37
280530,5,1,40
683496,2,1,24
321327,1,1,21
411952,4,5,4
482667,1,3,45
20081,3,20,44
976194,1,13,9
937378,3,9,3
156900,1,10,10
455429,1,11,50
133669,1,14,18
128872,2,11,11
707693,4,15,42
186041,3,14,2
298800,2,8,38
845886,1,18,37
690715,1,19,21
878203,1,6,29
291360,2,4,3
273826,2,13,2
78620,1,13,12
168238,1,14,18
162196,3,19,11
829751,4,14,26
625073,3,3,44
840744,2,4,3
765171,1,8,38
737022,5,11,36
961702,5,12,32
852837,1,16,28
521332,5,11,30
558986,4,17,31
667782,2,8,34
837847,1,1,41
418414,3,4,40
242479,3,18,7
354367,1,8,20
394493,4,17,23
896612,4,8,37
331385,2,3,15
929616,4,18,43
908817,3,9,41
221154,5,3,23
992073,2,19,10
693215,1,1,23
614685,4,15,19
559059,4,2,16
62939,1,16,44
256159,3,12,6
629559,2,17,10
256233,1,10,13
678890,4,7,42
221312,3,16,36
291206,2,3,34
496638,3,12,22
71996,5,20,37
809765,5,15,23
607584,1,7,12
177760,5,2,39
219257,3,14,43
993452,3,7,23
918092,5,2,5
835403,2,19,43
152513,1,12,8
553253,3,20,13
789713,3,7,47
819870,1,12,40
771278,2,10,42
22542,2,6,11
398683,3,5,11
744625,1,12,18
806704,2,2,25
347837,3,1,26
997044,4,6,37
956085,2,1,42
149257,5,12,20
140357,3,4,4
564623,1,17,30
980437,2,3,18
586004,2,3,31
247425,1,13,31
282109,2,19,7
546898,3,17,47
624230,1,20,22
415584,2,12,4
897116,2,17,46
131150,2,16,1
925957,2,18,10
893193,1,10,40
369866,4,15,10
597514,2,14,2
636024,5,17,1
242944,1,19,1
166244,2,2,18
685623,1,7,26
264380,3,16,13
340157,5,10,17
320425,5,19,10
636976,2,3,2
904930,5,13,36
657141,1,7,32
457519,2,10,28
854459,4,3,38
281185,4,17,7
318901,5,19,46
206044,3,10,28
986949,3,3,44
518113,1,8,3
256499,4,19,16
635505,1,10,14
807731,4,1,10
412685,5,5,32
830048,3,11,42
37935,1,6,13
609405,2,11,37
269391,2,19,17
630012,4,13,18
512495,3,1,30
614198,5,9,15
691068,4,20,24
155996,4,16,6
821874,5,20,12
905693,4,17,43
326746,4,15,16
211533,5,10,16
674378,1,2,7
649392,5,18,21
115698,5,3,47
418168,4,20,21
361423,2,10,15
913919,2,2,43
736996,3,8,4
423073,5,12,29
154491,2,10,14
280369,4,15,36
461763,1,20,10
813737,5,15,23
567105,3,16,13
458753,3,6,47
918802,2,7,7
384375,4,15,14
215570,5,4,24
58109,3,12,28
899573,4,2,9
52397,4,3,41
549677,1,11,25
73368,4,10,20
762134,5,9,36
564165,4,11,49
408213,5,4,25
388228,1,12,23
861953,3,15,26
42556,3,2,21
991750,1,11,23
526045,2,4,20
222202,1,17,19
382046,5,13,28
358005,4,2,39
312424,2,3,16
291460,5,12,27
283551,2,4,13
641230,5,17,43
418157,4,13,11
641698,3,14,41
820406,5,13,27
999405,2,14,12
749010,1,19,32
150834,4,7,25
233148,4,10,40
814781,1,1,8
796687,3,11,4
22009,2,13,12
404456,2,2,11
222871,2,18,40
153009,3,13,10
971661,2,3,30
838056,1,16,15
927330,4,18,1
578582,2,15,25
660651,1,15,41
288298,5,7,36
598530,2,10,31
193210,5,2,47
575318,3,1,31
135362,4,12,1
633305,2,3,10
152375,1,11,36
476683,2,10,31
492583,4,9,25
109117,4,10,1
832135,1,4,49
103163,4,3,1
120601,1,17,34
159796,1,12,47
323950,2,15,29
239259,5,14,18
656627,1,17,27
701817,4,16,43
779577,1,8,39
410365,2,9,5
262144,2,12,12
477693,5,11,49
300985,4,13,38
46007,5,5,31
999452,2,18,28
435560,5,12,5
194790,3,15,11
72539,1,1,44
300399,1,10,41
47726,1,12,39
987651,3,15,16
549909,1,6,3
238388,4,10,31
115635,3,18,36
69824,4,12,21
386463,1,9,41
351188,2,6,25
354818,2,8,1
946730,5,3,39
829415,3,9,4
271750,2,5,12
496556,2,17,8
347164,5,12,45
217775,4,5,2
34572,4,13,3
338583,2,4,8
759726,2,11,14
502542,2,17,29
819621,3,8,15
536632,3,10,25
263698,4,14,6
276743,5,17,41
373704,2,17,30
545203,1,17,29
855725,4,7,37
117631,4,15,23
208569,3,18,28
598535,5,19,1
989228,2,13,15
669569,3,14,40
124713,3,9,26
281536,3,6,49
325646,3,2,44
628305,1,2,33
540149,5,18,17
530629,2,12,34
297200,5,4,27
412199,3,18,11
852950,3,11,48
949566,5,14,13
937088,1,5,41
734912,2,11,27
626155,3,15,18
671750,1,13,9
747181,4,6,32
923168,2,4,6
689928,5,12,12
951795,2,20,29
445506,4,14,39
153840,2,1,13
670122,4,13,26
99689,5,6,32
275926,5,6,35
705288,3,12,37
600848,3,11,49
303398,4,17,3
809714,5,12,35
568992,1,8,36
699266,1,1,45
875038,5,13,10
990762,5,7,25
384411,1,3,23
561677,3,3,24
762490,3,7,2
680109,4,14,30
832205,1,20,29
360041,4,12,35
414689,3,8,49
866557,2,15,11
759352,2,14,15
879501,5,2,6
720150,2,14,6
373310,4,8,19
835672,3,14,10
438325,1,15,29
630786,4,6,13
241721,2,4,40
334969,1,11,50
286710,5,13,15
951248,2,8,10
262797,2,9,2
98399,2,15,22
35459,3,18,42
126840,1,2,38
611718,1,15,15
683471,4,3,7
487221,1,1,42
623116,5,14,42
905708,2,10,9
276270,2,6,28
824694,5,18,10
860495,4,8,10
877505,3,10,36
696410,2,2,47
818620,4,15,6
615631,4,16,1
265708,5,15,1
88964,1,15,40
176242,3,7,3
340930,3,18,48
385338,1,12,49
354756,3,14,16
659998,5,5,7
627123,1,12,39
749321,4,6,34
262218,3,20,6
89647,3,12,13
791849,4,11,22
672174,4,12,22
273788,2,7,45
985012,4,19,4
211766,5,5,50
89089,3,3,39
62366,2,12,38
162665,3,3,5
776166,4,9,45
850661,4,15,4
112123,4,10,20
214732,3,14,24
394654,1,12,20
913773,1,2,13
187139,2,17,49
837087,1,7,23
113555,4,19,26
106298,3,9,22
817604,3,7,20
350875,3,12,45
867475,3,6,27
69077,2,13,17
357586,2,16,36
134948,2,12,23
423202,1,5,29
758589,2,11,20
102538,1,19,16
996427,3,4,23
134915,2,19,11
471788,2,14,25
756343,4,1,48
474632,3,2,5
603051,2,10,20
778341,1,9,14
467370,3,5,33
465288,4,19,15
985457,3,4,16
675398,1,18,10
88030,5,13,6
652549,1,1,15
205458,3,19,47
99635,1,10,45
209684,1,1,41
395531,5,19,40
906949,4,15,3
772167,1,15,31
847270,5,11,41
575176,5,15,10
52226,5,16,31
672865,4,8,20
38811,3,12,29
254391,1,2,13
178327,4,2,40
947667,1,6,15
729024,4,14,27
455210,3,11,9
965773,3,15,27
966381,2,9,35
368502,1,5,35
980776,4,16,6
127025,4,1,25
561722,5,15,14
567891,3,9,23
899847,3,14,39
708456,4,9,37
521016,5,16,7
651891,5,17,17
909850,2,7,47
377771,2,19,41
343423,3,15,42
791954,1,19,31
291586,4,2,38
609261,2,7,22
569705,5,10,23
84282,1,11,6
172659,1,5,10
490198,2,17,39
133450,5,9,44
977538,1,11,10
585581,5,9,20
141883,2,3,30
974138,5,17,31
257521,2,1,43
163654,2,13,44
707590,3,13,30
990915,1,20,31
230931,4,7,31
939491,3,6,30
634381,1,9,18
905275,2,19,1
832876,5,12,24
909498,5,4,35
41210,5,7,24
126443,3,8,26
213374,3,10,45
148818,1,11,45
249412,5,16,7
674328,5,16,26
420416,4,4,1
603215,5,20,23
689537,2,12,17
865938,5,14,16
256453,4,5,7
741447,1,2,44
231388,2,13,25
414281,3,14,21
991048,4,3,41
525235,1,8,14
854201,1,5,5
732843,3,18,5
163327,4,19,7
442756,5,17,6
497031,3,6,26
360777,4,10,47
670821,5,9,39
628490,4,9,27
240471,1,3,13
349927,5,3,30
450008,2,13,44
592621,3,5,30
395806,3,18,36
64024,1,10,39
802279,4,14,25
85789,3,4,19
610572,3,12,33
170627,2,16,5
332554,2,11,39
94625,5,4,42
892357,1,11,10
231174,2,16,8
732593,3,12,41
507717,5,16,3
153617,2,5,7
506396,2,18,14
912106,1,11,39
699830,5,10,12
285849,3,5,24
731939,1,2,24
185527,3,5,4
643154,4,11,37
678858,3,17,15
78928,1,10,35
678819,1,17,14
770138,5,3,9
639094,1,3,40
63661,5,12,44
211586,5,1,15
358432,4,20,21
692052,1,8,36
902724,3,12,13
102119,1,10,42
436401,2,1,25
587391,5,17,33
717676,3,14,18
596932,2,10,47
924917,5,11,32
258011,2,11,8
673277,3,14,1
251823,4,15,5
659842,2,11,20
665135,1,11,50
564257,2,2,36
908051,1,12,36
638857,4,14,21
571655,3,18,2
133433,1,3,37
924448,5,10,43
993780,5,19,45
241011,4,18,1
152729,2,2,14
178714,1,5,29
845972,5,8,27
396318,1,5,33
180394,5,4,49
718940,1,4,31
133213,3,8,31
613631,5,16,34
143789,4,8,29
419649,2,15,46
715949,2,3,7
811385,2,18,28
200964,3,7,22
424909,5,12,36
545627,3,13,6
687646,5,2,39
131483,5,11,49
478476,5,10,46
841903,2,10,28
302460,1,5,1
431391,2,8,29
867737,4,14,18
894737,1,8,40
196947,1,17,28
327159,2,11,15
916790,1,5,20
161062,5,20,11
631755,2,7,44
257150,2,17,7
726671,3,10,20
942309,2,14,15
217005,3,1,48
926044,4,13,34
619566,3,4,33
989718,4,9,12
428666,2,14,14
904675,3,19,41
435005,1,19,49
808155,2,16,4
237375,4,2,30
788078,5,15,15
238792,5,16,1
476191,4,13,20
596265,2,1,46
87629,1,12,40
920671,3,12,42
770249,4,9,19
134319,4,10,49
867972,1,5,6
974336,1,6,46
748994,5,13,25
426411,1,12,4
63559,4,16,24
955709,4,4,42
759558,5,4,44
817286,1,5,40
367230,4,11,8
973514,2,9,28
103036,4,15,29
667778,2,14,40
238509,2,5,2
474289,2,20,38
783470,1,10,19
114041,3,1,25
414121,5,2,38
354665,5,4,27
486355,2,13,37
278446,3,12,28
718284,1,9,26
700895,5,16,30
964761,1,17,38
632563,5,3,29
911331,3,8,43
882424,4,3,6
581350,1,4,1
193979,2,3,19
137442,3,8,21
994364,2,8,44
603232,5,20,41
925130,3,17,13
862555,2,16,13
69738,5,18,20
441309,2,1,49
817126,4,8,7
307961,1,12,3
215820,1,10,19
143346,1,8,14
620208,4,8,38
422683,2,5,50
123425,1,19,27
952376,1,20,26
519576,2,4,1
531365,3,1,46
223050,4,15,28
440706,3,8,12
725849,2,13,3
38704,3,14,7
909536,1,10,24
337653,3,13,18
681233,5,10,6
898136,3,3,34
915632,3,10,18
52508,3,4,21
684882,4,19,46
220554,2,10,7
191518,5,5,37
959006,3,12,5
170007,5,5,46
984507,1,13,30
127829,3,12,44
962326,3,4,45
220095,1,1,50
499990,4,10,37
447502,2,6,31
264108,3,6,5
248882,2,10,41
257534,3,18,37
60956,1,1,49
298287,5,7,21
645489,5,7,29
352158,4,10,30
375625,5,15,20
731557,2,14,1
45432,5,7,5
347123,4,7,26
642178,5,6,24
652328,5,11,3
66458,3,17,31
37890,2,3,21
933690,3,8,4
768863,1,10,17
613317,3,18,26
151569,4,13,3
320128,3,3,7
511156,1,14,24
616213,5,12,11
190976,2,15,4
375576,3,18,22
40084,4,1,17
948823,3,4,40
430143,3,2,14
473464,2,8,1
505049,5,8,32
594450,1,2,48
302436,5,8,10
497267,3,10,26
260850,3,11,3
665636,1,10,28
625709,1,7,35
372613,3,6,45
261394,4,2,44
404962,4,18,19
451002,3,11,27
746389,5,18,32
738448,3,1,29
684599,4,16,19
346110,2,16,44
597422,1,18,13
812146,3,19,23
134920,4,20,15
315221,5,10,44
198252,5,13,31
347470,4,8,33
291656,1,9,21
113338,5,15,41
114664,3,16,3
775788,3,11,50
635203,2,6,22
652258,3,10,38
78196,2,16,37
915989,5,7,48
934238,2,11,38
876875,2,5,50
140027,2,10,31
882825,1,11,24
189914,1,13,48
60412,4,6,32
897487,1,13,5
841862,1,13,18
698731,5,11,43
888176,3,6,44
814008,4,16,38
114598,1,10,20
331796,2,10,2
656073,1,17,40
179608,2,14,47
143067,3,13,17
811692,3,15,42
490295,5,14,43
984754,5,2,28
390647,3,12,43
138604,1,11,38
709619,1,6,17
246824,5,3,12
72739,2,11,12
396754,2,9,24
850661,3,7,41
744051,3,14,30
933253,2,10,23
336313,4,4,33
885260,5,19,33
143169,3,19,47
932333,2,2,27
512166,2,16,33
565118,2,18,34
927770,1,16,50
448172,1,10,48
595949,3,6,35
734690,1,1,36
44058,4,8,30
854532,1,6,37
361893,4,3,33
375261,4,8,44
822990,1,15,10
945053,5,18,7
544893,1,5,43
252169,5,18,43
640827,1,5,15
628712,5,18,21
820516,3,14,3
502484,4,17,9
111282,2,19,31
492698,2,9,44
133081,3,14,36
996731,5,6,14
863845,3,7,20
627309,2,7,13
692989,5,17,37
266481,5,19,37
841425,1,18,12
343948,3,1,43
827436,4,1,49
912085,2,19,46
887092,4,11,25
796589,2,18,33
133335,2,11,49
591733,2,1,33
690520,1,16,22
346210,1,2,10
689228,1,14,7
687549,4,7,17
862171,5,19,35
350829,3,3,50
22755,4,18,31
672842,5,14,12
962271,3,2,15
698127,2,10,31
446890,3,10,8
650719,5,13,36
884673,1,3,33
84108,5,16,11
154043,4,4,38
823883,4,18,46
396759,5,1,35
897556,1,18,18
502015,3,1,1
218404,3,13,47
210679,5,6,49
733365,5,5,26
708545,3,2,37
750069,4,5,33
835910,1,4,29
233252,2,5,11
237339,4,6,36
500848,1,1,30
696427,3,7,14
226368,1,15,15
327545,2,17,35
889254,5,1,21
159845,3,1,48
686879,1,14,4
220798,3,18,34
389537,2,1,47
819370,1,3,40
586734,5,18,43
596947,3,3,14
956244,3,20,15
414218,1,20,16
494458,5,17,41
811194,3,18,7
836733,3,4,38
868986,4,4,35
641615,1,1,25
738386,4,5,40
744652,4,11,5
752130,1,6,50
414578,1,6,30
856306,4,13,13
933756,3,2,8
105108,2,5,6
947972,5,11,10
964929,3,15,45
688710,3,4,5
680977,2,9,3
467638,4,13,39
601923,5,13,27
163804,4,19,24
720826,5,1,45
553962,5,12,20
92902,2,15,19
872380,3,4,3
734228,4,4,40
251992,4,4,34
612688,1,3,3
987588,5,7,26
260091,2,8,41
484898,3,17,38
414667,1,8,40
38918,2,10,24
750765,3,7,7
239483,1,20,6
329890,5,2,32
836920,4,15,48
888302,1,20,29
217968,4,17,47
738553,4,5,40
969441,1,9,11
393758,1,11,43
243030,3,6,25
72283,3,14,9
406321,1,9,33
433659,5,12,13
633031,3,4,45
938570,3,11,47
487228,1,3,13
63716,3,13,34
771419,2,8,2
775373,5,14,11
657738,5,10,23
295718,1,2,44
281992,3,11,7
504811,4,16,28
401195,3,13,28
640482,1,19,12
64824,5,19,29
93690,2,1,35
976579,5,15,17
761433,1,8,45
848641,2,3,38
744808,3,16,7
357326,2,14,24
500868,4,1,29
125267,1,20,26
627120,4,18,13
656899,4,4,46
254326,5,16,29
96487,2,15,45
36730,5,10,6
603367,3,5,14
151879,1,15,26
99285,2,2,42
239593,5,4,2
270743,2,4,11
51364,1,6,28
939587,5,13,47
267608,1,13,45
150185,5,7,17
461082,4,20,8
671690,3,19,2
456104,4,6,44
247379,2,20,20
517100,2,11,29
836063,3,1,41
53825,2,17,30
202490,4,15,24
767779,1,10,10
798745,3,2,42
694784,4,4,21
111158,4,4,38
821048,2,6,44
719308,5,6,10
937581,5,1,29
708886,2,12,35
237175,5,3,37
818231,5,17,10
701533,1,1,29
455818,1,4,12
520548,3,19,39
459552,5,5,4
899716,3,4,40
492537,1,18,26
502512,3,18,4
73456,2,2,35
68890,1,8,3
990549,1,18,3
148702,1,10,25
712020,1,8,41
71227,3,4,44
171443,3,18,26
888114,1,9,21
792188,5,17,17
70959,2,18,27
963919,4,2,1
330810,3,2,7
706376,3,1,36
793452,2,19,13
195007,4,13,5
966994,5,17,12
72605,3,8,28
623692,4,16,21
939190,5,9,19
780039,3,20,8
902839,2,9,30
791737,3,7,31
644095,3,3,3
173714,3,3,32
598590,3,14,23
955431,5,3,26
746065,2,8,26
609306,1,11,47
224255,3,6,35
909536,5,7,41
814098,3,11,8
504553,3,6,17
116142,1,11,15
867774,5,5,27
576842,1,10,39
663211,5,17,33
733990,5,15,21
505804,1,12,12
638390,5,6,23
291303,1,13,7
846319,1,17,46
862946,2,9,20
649954,5,13,38
839790,4,17,10
474044,4,9,33
393661,5,11,32
627453,2,6,33
118227,5,14,40
161453,4,2,28
552336,5,18,5
769751,2,11,28
429372,4,7,30
487242,3,17,40
907332,5,15,39
817064,1,10,23
61302,5,4,32
137044,2,13,35
745245,3,1,31
301098,3,20,14
465946,1,17,8
764897,2,19,23
336645,2,18,16
792766,3,6,49
644644,4,3,3
414615,4,18,47
823113,4,3,31
954308,2,7,11
821306,5,14,45
382376,4,19,36
383172,4,20,10
598611,2,13,40
404257,1,19,31
224774,5,3,47
930621,3,14,5
203526,2,17,6
547174,5,12,4
944943,1,15,37
409462,5,15,7
389903,5,3,26
210835,3,11,11
175329,5,20,5
669773,3,6,21
149114,2,9,16
662034,3,19,42
756953,5,15,18
153172,1,2,13
743499,4,3,27
318598,5,5,33
56847,5,14,32
145399,4,10,29
532673,3,17,14
549158,1,2,50
274326,4,16,23
861037,1,16,50
875573,2,20,48
652810,3,18,30
908911,5,3,17
213731,1,14,29
252582,3,1,48
942200,5,5,37
541562,1,11,34
710066,3,11,5
886428,3,19,49
209856,3,12,25
685362,5,4,38
778634,5,7,34
817346,3,11,23
700092,5,14,28
279279,4,16,31
309966,2,10,42
299532,1,9,19
440749,2,7,34
345435,3,15,12
928395,4,5,22
183813,2,8,40
91413,1,20,11
830412,2,6,2
452941,1,16,28
708006,2,20,32
661929,2,19,24
359655,5,8,27
564606,2,17,40
159340,3,9,14
852289,4,4,40
571064,1,4,25
713793,4,7,47
141572,2,1,14
271087,3,19,33
67612,1,15,38
376397,5,3,22
920890,4,2,32
210828,2,12,36
291844,5,20,13
89970,5,9,18
620175,5,12,8
149537,4,14,44
395615,4,1,1
953586,2,3,1
923903,5,3,18
123429,4,19,14
545205,2,15,2
923494,1,3,47
157519,2,16,18
862603,3,5,24
592277,5,10,28
49845,4,3,9
603764,3,12,20
242793,2,7,2
996218,4,16,50
355040,1,12,9
810670,5,7,44
990506,1,12,1
175519,5,7,22
472399,3,8,36
818944,3,8,45
964059,5,1,25
830857,4,6,41
728637,4,16,38
127245,2,4,46
341518,2,17,8
685924,5,14,30
300397,3,5,19
43683,4,6,49
53397,4,20,39
384583,1,20,10
943572,5,4,16
271968,4,6,11
843211,2,4,43
999861,2,8,32
822173,4,15,8
215507,2,8,31
69795,4,6,14
532366,3,11,6
994935,2,2,8
558199,5,12,27
335673,3,15,33
324738,2,7,22
668322,5,16,46
970473,1,10,34
833858,4,3,28
161300,2,16,10
229965,5,9,27
194623,3,6,38
162362,3,13,6
994581,4,19,31
329522,5,20,6
797501,1,8,42
407236,5,9,20
334084,4,15,17
199260,5,15,26
415499,2,1,49
501790,1,3,28
467812,1,17,40
352233,5,15,20
766127,4,2,41
400057,2,9,8
951092,2,15,43
295532,1,2,21
175847,5,17,37
86666,2,12,47
599748,5,8,9
810703,3,1,16
738264,5,10,34
76450,2,7,38
701464,4,14,13
520095,2,12,14
772170,3,14,39
333801,5,16,22
565223,5,1,30
97451,2,8,6
970787,3,14,33
732018,1,8,46
963812,1,5,27
683773,2,16,12
485940,2,1,1
967067,5,9,31
344086,2,18,1
49682,1,6,14
186963,3,14,22
633249,3,19,35
533744,3,13,35
952972,1,14,15
242982,2,2,12
110219,5,11,38
939718,3,11,19
326898,4,3,27
891456,4,5,16
236668,5,16,21
883021,3,15,21
788415,2,19,41
438279,2,10,38
567341,3,18,38
787331,2,20,46
974519,5,8,4
82893,2,9,31
706233,1,20,36
339860,4,7,2
55579,2,7,42
504354,1,4,41
358245,1,16,23
74713,1,15,40
507605,1,11,35
304830,3,14,8
345144,1,9,34
588989,4,16,34
826773,5,5,36
634448,3,12,26
207877,3,20,2
56815,2,1,9
408604,1,8,49
856794,3,14,13
694115,4,9,21
250955,5,11,31
349447,2,20,12
956062,2,18,28
406304,3,6,1
420272,5,17,31
173645,4,1,17
812134,2,11,5
357253,1,16,4
297257,1,12,11
36054,5,9,38
921618,3,16,35
333124,4,1,42
96556,5,9,46
162349,5,14,3
578737,4,8,12
307297,2,5,50
141350,1,4,21
330049,4,18,46
737885,3,18,43
604949,5,14,8
273903,5,13,14
893770,2,10,50
915579,3,7,44
436049,5,9,43
551893,5,14,8
340194,4,19,41
43012,3,10,11
107933,5,8,33
636259,1,16,26
72153,2,10,41
524741,1,4,35
409201,2,10,29
686413,3,9,4
765647,3,4,40
75573,3,17,27
741227,4,18,4
219701,5,7,50
245881,4,18,32
306678,4,8,7
871210,4,18,26
445333,4,2,29
236702,1,13,39
991078,4,14,12
983147,4,11,32
329778,1,5,40
845723,2,14,25
116452,1,8,44
39501,3,17,34
103013,2,19,18
101751,3,11,39
383887,5,20,40
949197,5,5,27
126778,4,20,29
566671,3,12,49
448900,3,1,26
487691,2,14,10
174496,4,5,31
512682,5,8,21
230603,2,3,10
153396,4,15,41
646769,2,8,25
352385,5,2,6
155317,5,19,49
802654,3,1,44
702608,4,14,39
898326,3,14,29
656110,3,4,8
715475,1,10,11
510132,5,6,50
960626,1,1,38
77644,5,12,12
63022,5,17,44
445185,1,11,20
975749,4,2,25
433491,5,10,34
618883,4,17,44
483695,3,16,18
20883,2,17,14
551585,2,12,48
771483,4,20,32
862979,2,17,3
692081,5,16,4
775856,2,12,49
66645,3,18,22
293549,3,10,31
989941,3,13,14
546810,2,4,39
